timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-15T18:49:28,codecarbon,d6dc5c34-e31d-4675-a7ed-10cac9603314,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2310.5044026999967,0.021494794189155744,9.303074326124406e-06,0.0,41.658578364650154,11.948681831359863,0.0,0.05621055607951997,0.007652945525344753,0.06386350160486473,Greece,GRC,attica,,,Windows-10-10.0.26100-SP0,3.10.16,2.8.3,20,12th Gen Intel(R) Core(TM) i7-12700F,1,1 x NVIDIA GeForce RTX 3050,23.497,37.9621,31.86315155029297,machine,N,1.0
