timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-16T02:05:12,codecarbon,302432bf-ce74-4218-a62b-40f056e84313,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14415.467906400008,0.08360865995285559,5.799926890734917e-06,0.0,43.40478123843213,11.948681831359863,0.0,0.20067310164946406,0.04773782715922462,0.24841092880868865,Greece,GRC,attica,,,Windows-10-10.0.26100-SP0,3.10.16,2.8.3,20,12th Gen Intel(R) Core(TM) i7-12700F,1,1 x NVIDIA GeForce RTX 3050,23.497,37.9621,31.86315155029297,machine,N,1.0
