timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-15T15:31:02,codecarbon,ab1b826f-f6c7-4bec-99f7-f4470f4b0f22,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3783.146492800006,0.04383540400979727,1.158702262606636e-05,0.0,32.21677254250299,11.948681831359863,0.0,0.11770914250057196,0.012530876068293327,0.13024001856886527,Greece,GRC,attica,,,Windows-10-10.0.26100-SP0,3.10.16,2.8.3,20,12th Gen Intel(R) Core(TM) i7-12700F,1,1 x NVIDIA GeForce RTX 3050,23.497,37.9621,31.86315155029297,machine,N,1.0
