timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-15T16:40:27,codecarbon,2e4c526d-5209-4e3e-98f3-1173f16e8c6e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2754.482317899994,0.020815951157022047,7.557119180526105e-06,0.0,41.91700073695051,11.948681831359863,0.0,0.05272340412313381,0.009123176887348424,0.061846581010482224,Greece,GRC,attica,,,Windows-10-10.0.26100-SP0,3.10.16,2.8.3,20,12th Gen Intel(R) Core(TM) i7-12700F,1,1 x NVIDIA GeForce RTX 3050,23.497,37.9621,31.86315155029297,machine,N,1.0
