timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-04-15T21:09:47,codecarbon,9913d0b6-8a25-4795-97ca-01aebb56cec0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1805.9080795000045,0.013366767794801776,7.4016877971455705e-06,0.0,19.882968087336153,11.948681831359863,0.0,0.03373289031962401,0.0059813115937792346,0.03971420191340322,Greece,GRC,attica,,,Windows-10-10.0.26100-SP0,3.10.16,2.8.3,20,12th Gen Intel(R) Core(TM) i7-12700F,1,1 x NVIDIA GeForce RTX 3050,23.497,37.9621,31.86315155029297,machine,N,1.0
